longitude,latitude,tolongitude,tolatitude,id,distance
-0.169349,51.462958,-0.140004,51.513708,395c9,3631594.0
-0.169349,51.462958,-0.140004,51.513708,395c9
-0.140004,51.513708,-0.131715,51.513406,a6608
-0.131715,51.513406,-0.136062,51.464088,10777
-0.136062,51.464088,-0.18196,51.513647,5042a
-0.18196,51.513647,-0.131609,51.525296,116db
-0.131609,51.525296,-0.208901,51.559805,36aca
-0.208901,51.559805,-0.233993,51.504937,ba8bd
-0.233993,51.504937,-0.23688,51.480916,e269e
-0.23688,51.480916,-0.185834,51.490506,31a00
-0.185834,51.490506,-0.097339,51.48753,4b986
-0.097339,51.48753,-0.120887,51.510373,7fe42
-0.120887,51.510373,-0.12833,51.513361,63a49
-0.12833,51.513361,-0.127139,51.513243,da011
-0.127139,51.513243,-0.123056,51.5186,ea5e7
-0.123056,51.5186,-0.128861,51.603411,adc1f
-0.128861,51.603411,-0.059834,51.590878,6b397
-0.059834,51.590878,0.032277,51.607134,8bdfb
0.032277,51.607134,-0.09063,51.572571,e85ee
-0.09063,51.572571,-0.14398,51.576143,c15c0
-0.14398,51.576143,-0.179462,51.546295,7cd8b
-0.179462,51.546295,-0.141383,51.549934,bf0de
-0.141383,51.549934,0.011319,51.524358,58d22
0.011319,51.524358,-0.047461,51.493203,7773f
-0.047461,51.493203,-0.124122,51.508087,677a4
-0.124122,51.508087,-0.140154,51.516058,ff1b8
-0.140154,51.516058,-0.140844,51.514684,372a3
-0.140844,51.514684,-0.138803,51.513114,d9ff6
-0.138803,51.513114,-0.125259,51.514445,54520
-0.125259,51.514445,-0.135874,51.515684,c8783
-0.135874,51.515684,-0.206081,51.51525,ac2e5
-0.206081,51.51525,-0.38657,51.507422,5f5cc
-0.38657,51.507422,-0.415751,51.527333,f4456
-0.415751,51.527333,-0.397791,51.518214,f00de
-0.397791,51.518214,-0.16189,51.500987,cd848
-0.16189,51.500987,-0.026066,51.47824,394fd
-0.026066,51.47824,0.020919,51.508069,916a4
0.020919,51.508069,-0.131196,51.510942,c828a
-0.131196,51.510942,-0.110415,51.487966,98ae6
-0.110415,51.487966,-0.122652,51.455502,73b8a
-0.122652,51.455502,-0.128346,51.436987,a7f6f
-0.128346,51.436987,-0.045371,51.47976,144e9
-0.045371,51.47976,-0.149605,51.491604,6b010
-0.149605,51.491604,-0.198156,51.47611,fd53c
-0.198156,51.47611,-0.324351,51.473944,4dd65
