longitude,latitude,tolongitude,tolatitude,id,distance
-0.084836,51.577558,0.098933,51.48347,2ccf2,3772981.0
0.098933,51.48347,0.185659,51.579435,d5aeb
0.185659,51.579435,0.192089,51.575535,29645
0.192089,51.575535,-0.085508,51.666585,a30f9
-0.085508,51.666585,-0.089089,51.60794,61e92
-0.089089,51.60794,-0.037253,51.588911,e1b9b
-0.037253,51.588911,0.017449,51.573667,3eee1
0.017449,51.573667,-0.006898,51.543293,d8bd1
-0.006898,51.543293,-0.021673,51.527833,c5c16
-0.021673,51.527833,0.123764,51.608904,bb3a6
0.123764,51.608904,0.219563,51.605036,6a7d5
0.219563,51.605036,0.208301,51.594358,c3298
0.208301,51.594358,-0.047884,51.536887,f9816
-0.047884,51.536887,-0.173402,51.404326,0428d
-0.173402,51.404326,-0.169349,51.462958,e2d42
-0.169349,51.462958,-0.09063,51.572571,395c9
-0.09063,51.572571,-0.107658,51.565977,c15c0
-0.107658,51.565977,-0.104245,51.564087,1fc21
-0.104245,51.564087,-0.123461,51.508409,d4299
-0.123461,51.508409,-0.12833,51.513361,93619
-0.12833,51.513361,-0.125259,51.514445,da011
-0.125259,51.514445,-0.124122,51.508087,c8783
-0.124122,51.508087,-0.107917,51.5194,ff1b8
-0.107917,51.5194,-0.060892,51.551104,d3daf
-0.060892,51.551104,-0.05294,51.554578,53135
-0.05294,51.554578,-0.083525,51.58196,b71c9
-0.083525,51.58196,0.007025,51.630544,cdfcf
0.007025,51.630544,0.153427,51.561826,d9298
0.153427,51.561826,0.12029,51.546108,63b73
0.12029,51.546108,0.216271,51.609793,a1727
0.216271,51.609793,0.220417,51.590272,ec3b1
0.220417,51.590272,0.030978,51.545323,6afd9
0.030978,51.545323,0.116274,51.533833,1c7e4
0.116274,51.533833,0.1314,51.495556,6b450
0.1314,51.495556,0.089605,51.57646,b5df9
0.089605,51.57646,0.074527,51.558158,e61cc
0.074527,51.558158,-0.123056,51.5186,f2703
-0.123056,51.5186,-0.140141,51.534753,adc1f
-0.140141,51.534753,-0.181478,51.515267,bd42e
-0.181478,51.515267,-0.16782,51.496827,67e12
-0.16782,51.496827,-0.170369,51.50835,90125
-0.170369,51.50835,-0.138803,51.513114,99d29
-0.138803,51.513114,-0.142662,51.519946,54520
-0.142662,51.519946,0.163625,51.581522,68ff5
0.163625,51.581522,0.216876,51.506831,cc9f3
0.216876,51.506831,0.104229,51.506217,5bfe3
0.104229,51.506217,0.158537,51.472883,328a2
0.158537,51.472883,0.105128,51.411236,0bcd0
0.105128,51.411236,0.148079,51.49026,1eaf0
0.148079,51.49026,0.063946,51.492689,4bdb7
0.063946,51.492689,-0.050022,51.556032,e93d1
-0.050022,51.556032,-0.129593,51.513848,7283d
-0.129593,51.513848,-0.131715,51.513406,874e3
-0.131715,51.513406,-0.131037,51.514492,10777
-0.131037,51.514492,-0.316302,51.516965,681a5
-0.316302,51.516965,-0.31948,51.510896,97f15
-0.31948,51.510896,-0.349878,51.531479,0f199
-0.349878,51.531479,-0.34666,51.534988,af279
-0.34666,51.534988,-0.177824,51.482585,9fe9a
-0.177824,51.482585,-0.176243,51.492965,ccae0
-0.176243,51.492965,-0.05614,51.529254,a38d8
-0.05614,51.529254,-0.006314,51.544443,71eab
-0.006314,51.544443,-0.071852,51.519775,b06c7
-0.071852,51.519775,-0.080152,51.481773,02057
-0.080152,51.481773,-0.071058,51.488404,60d52
-0.071058,51.488404,-0.009109,51.462846,a5dd1
-0.009109,51.462846,-0.130895,51.407325,9a790
-0.130895,51.407325,-0.099741,51.355152,cbe21
-0.099741,51.355152,0.033572,51.314603,da0ba
0.033572,51.314603,-0.025574,51.367486,63cb4
-0.025574,51.367486,-0.03598,51.400629,73c88
-0.03598,51.400629,-0.04918,51.497809,d58f6
-0.04918,51.497809,-0.141383,51.549934,fb56c
-0.141383,51.549934,-0.110317,51.47953,58d22
-0.110317,51.47953,-0.093916,51.468077,573ab
-0.093916,51.468077,-0.136062,51.464088,02fe1
-0.136062,51.464088,-0.13349,51.538028,5042a
-0.13349,51.538028,-0.061618,51.661535,f4751
-0.061618,51.661535,-0.069,51.613718,fe7ae
-0.069,51.613718,-0.052682,51.636226,4d2c0
-0.052682,51.636226,-0.39731,51.588571,d2c1d
-0.39731,51.588571,-0.395826,51.568804,0ad97
-0.395826,51.568804,-0.397791,51.518214,b4b46
-0.397791,51.518214,-0.272681,51.508399,cd848
-0.272681,51.508399,-0.151474,51.517684,bc3a7
-0.151474,51.517684,-0.325639,51.583803,1f4d0
-0.325639,51.583803,-0.335683,51.581095,8e6f9
-0.335683,51.581095,-0.141993,51.538136,9b30d
