longitude,latitude,tolongitude,tolatitude,id,distance
0.108427,51.575913,0.076327,51.540042,4bcd6,153000.0
0.108427,51.575913,0.076327,51.540042,4bcd6
0.076327,51.540042,0.11003,51.461387,f7d41
0.11003,51.461387,0.063946,51.492689,6c3a7
0.063946,51.492689,0.01742,51.49214,e93d1
0.01742,51.49214,-0.009691,51.483548,cee38
-0.009691,51.483548,-0.097732,51.559728,47823
-0.097732,51.559728,-0.118888,51.513075,ed4c1
-0.118888,51.513075,-0.134987,51.46327,3dd82
-0.134987,51.46327,-0.195253,51.456633,0e16a
-0.195253,51.456633,-0.418139,51.500839,f5d8a
-0.418139,51.500839,-0.395826,51.568804,fdde0
-0.395826,51.568804,-0.198751,51.542493,b4b46
-0.198751,51.542493,-0.060842,51.620426,67ce6
-0.060842,51.620426,0.108427,51.575913a0def
